2.000000000000000000e+00,2.299999999999999822e+00,4.631471289784245471e+01,1.278983675823426758e+00
2.000000000000000000e+00,2.247368421052631238e+00,4.704407447314361690e+01,1.321311197952456329e+00
2.000000000000000000e+00,2.194736842105262653e+00,4.779436148139377849e+01,1.365337835347459894e+00
2.000000000000000000e+00,2.142105263157894512e+00,4.856654285330692744e+01,1.411102912449373914e+00
2.000000000000000000e+00,2.089473684210526372e+00,4.936167021769471575e+01,1.458638953877142930e+00
2.000000000000000000e+00,2.036842105263157787e+00,5.018088966416511454e+01,1.507970103478359247e+00
2.000000000000000000e+00,1.984210526315789203e+00,5.102545560404484348e+01,1.559110403096193309e+00
2.000000000000000000e+00,1.931578947368420840e+00,5.189674713608102508e+01,1.612061955865388807e+00
2.000000000000000000e+00,1.878947368421052477e+00,5.279628740635904194e+01,1.666813012536076055e+00
2.000000000000000000e+00,1.826315789473683893e+00,5.372576655276840540e+01,1.723336035549829504e+00
2.000000000000000000e+00,1.773684210526315530e+00,5.468706894760094173e+01,1.781585814136751100e+00
2.000000000000000000e+00,1.721052631578947167e+00,5.568230560304501608e+01,1.841497724062100216e+00
2.000000000000000000e+00,1.668421052631578805e+00,5.671385279067199292e+01,1.902986246984526231e+00
2.000000000000000000e+00,1.615789473684210442e+00,5.778439815697808513e+01,1.965943885478534492e+00
2.000000000000000000e+00,1.563157894736841858e+00,5.889699590525714257e+01,2.030240629023299714e+00
3.000000000000000000e+00,2.299999999999999822e+00,5.954743875653846885e+01,2.067212905059148120e+00
2.000000000000000000e+00,1.510526315789473495e+00,6.005513297655651428e+01,2.095724141719792044e+00
3.000000000000000000e+00,2.247368421052631238e+00,6.033233423156249842e+01,2.111156210181261095e+00
3.000000000000000000e+00,2.194736842105262653e+00,6.113968576706258773e+01,2.155530941142959733e+00
2.000000000000000000e+00,1.457894736842105132e+00,6.126280862253089055e+01,2.162220851929848031e+00
3.000000000000000000e+00,2.142105263157894512e+00,6.197086930938252891e+01,2.200279604219736118e+00
2.000000000000000000e+00,1.405263157894736548e+00,6.252463035314365669e+01,2.229538124972218149e+00
3.000000000000000000e+00,2.089473684210526372e+00,6.282740094373166073e+01,2.245341511831346004e+00
3.000000000000000000e+00,2.036842105263157787e+00,6.371095442590198132e+01,2.290653365577612455e+00
2.000000000000000000e+00,1.352631578947368185e+00,6.384593000839414856e+01,2.297467689792242584e+00
3.000000000000000000e+00,1.984210526315789203e+00,6.462338116609868166e+01,2.336149968642073915e+00
2.000000000000000000e+00,1.299999999999999822e+00,6.523290471189918094e+01,2.365790466152313254e+00
3.000000000000000000e+00,1.931578947368420840e+00,6.556673305598876311e+01,2.381765072566620400e+00
3.000000000000000000e+00,1.878947368421052477e+00,6.654328860541356505e+01,2.427432360675306100e+00
3.000000000000000000e+00,1.826315789473683893e+00,6.755558294872417946e+01,2.473086566919100449e+00
3.000000000000000000e+00,1.773684210526315530e+00,6.860644239774569542e+01,2.518664724447605252e+00
4.000000000000000000e+00,2.299999999999999822e+00,6.961555722733486107e+01,2.560705258565454390e+00
3.000000000000000000e+00,1.721052631578947167e+00,6.969902436615655006e+01,2.564107532560227387e+00
4.000000000000000000e+00,2.247368421052631238e+00,7.046186823276880773e+01,2.594677352756875166e+00
3.000000000000000000e+00,1.668421052631578805e+00,7.083686367831045061e+01,2.609360823565276988e+00
4.000000000000000000e+00,2.194736842105262653e+00,7.133510405714254432e+01,2.628524185830702464e+00
3.000000000000000000e+00,1.615789473684210442e+00,7.202392651746215790e+01,2.654377102151782797e+00
4.000000000000000000e+00,2.142105263157894512e+00,7.223704751347160880e+01,2.662227515327081129e+00
4.000000000000000000e+00,2.089473684210526372e+00,7.316964712609322419e+01,2.695771919774872405e+00
3.000000000000000000e+00,1.563157894736841858e+00,7.326467358211458247e+01,2.699117118805588689e+00
4.000000000000000000e+00,2.036842105263157787e+00,7.413503562090478738e+01,2.729145165148859409e+00
3.000000000000000000e+00,1.510526315789473495e+00,7.456413442977711270e+01,2.743551425264649790e+00
4.000000000000000000e+00,1.984210526315789203e+00,7.513555093156705311e+01,2.762338553914536199e+00
3.000000000000000000e+00,1.457894736842105132e+00,7.592799552953545117e+01,2.787661843829110975e+00
4.000000000000000000e+00,1.931578947368420840e+00,7.617376015601756478e+01,2.795347244962853583e+00
4.000000000000000000e+00,1.878947368421052477e+00,7.725248699131316243e+01,2.828170530666650695e+00
3.000000000000000000e+00,1.405263157894736548e+00,7.736270526704376493e+01,2.831442763635123594e+00
5.000000000000000000e+00,2.299999999999999822e+00,7.807864784738983133e+01,2.852342369975306102e+00
4.000000000000000000e+00,1.826315789473683893e+00,7.837484329231963898e+01,2.860812055147650135e+00
3.000000000000000000e+00,1.352631578947368185e+00,7.887560011633182455e+01,2.874902156413097210e+00
5.000000000000000000e+00,2.247368421052631238e+00,7.900025231083020572e+01,2.878365582792870914e+00
4.000000000000000000e+00,1.773684210526315530e+00,7.954426554790231307e+01,2.893279955753003119e+00
5.000000000000000000e+00,2.194736842105262653e+00,7.995325487405322917e+01,2.904281610329160657e+00
3.000000000000000000e+00,1.299999999999999822e+00,8.047505750950836045e+01,2.918062183280011102e+00
4.000000000000000000e+00,1.721052631578947167e+00,8.076455725599801383e+01,2.925586907891852384e+00
5.000000000000000000e+00,2.142105263157894512e+00,8.093969217557891227e+01,2.930097959832346000e+00
5.000000000000000000e+00,2.089473684210526372e+00,8.196177889167873332e+01,2.955823948314048266e+00
4.000000000000000000e+00,1.668421052631578805e+00,8.203993841811936250e+01,2.957750052043186972e+00
5.000000000000000000e+00,2.036842105263157787e+00,8.302192750651140329e+01,2.981470621424820333e+00
4.000000000000000000e+00,1.615789473684210442e+00,8.337510368023974650e+01,2.989790781277292808e+00
5.000000000000000000e+00,1.984210526315789203e+00,8.412277092066254625e+01,3.007050629524248286e+00
4.000000000000000000e+00,1.563157894736841858e+00,8.477529104182384856e+01,3.021734368497827283e+00
5.000000000000000000e+00,1.931578947368420840e+00,8.526718840994716686e+01,3.032578057141314787e+00
4.000000000000000000e+00,1.510526315789473495e+00,8.624636356668460735e+01,3.053609415374466174e+00
5.000000000000000000e+00,1.878947368421052477e+00,8.645833555559163131e+01,3.058068202868380769e+00
5.000000000000000000e+00,1.826315789473683893e+00,8.769967890272683064e+01,3.083537307998444277e+00
4.000000000000000000e+00,1.457894736842105132e+00,8.779490719756080352e+01,3.085447110243440871e+00
5.000000000000000000e+00,1.773684210526315530e+00,8.899503627378666692e+01,3.109002233972030460e+00
4.000000000000000000e+00,1.405263157894736548e+00,8.942834865493989582e+01,3.117280290783533747e+00
5.000000000000000000e+00,1.721052631578947167e+00,9.034862387650238702e+01,3.134480091006367264e+00
4.000000000000000000e+00,1.352631578947368185e+00,9.115509856530172783e+01,3.149142319646519805e+00
5.000000000000000000e+00,1.668421052631578805e+00,9.176511161539812633e+01,3.159987823170639309e+00
4.000000000000000000e+00,1.299999999999999822e+00,9.298472652158648089e+01,3.181065797839845555e+00
